s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
6001.432610,106.195169,40.279744,-8.498692,8.927915,-0.014730,0.005945,0.020037,-0.000767,0.000393,-8.854605,2.953866,0.000688,-0.000647,0.020039
6003.432421,104.418991,41.197875,-8.467774,8.967207,-0.016158,0.006664,0.019258,-0.000662,0.000326,-8.127268,3.461090,0.000638,-0.000534,0.019260
6005.432232,102.608821,42.046948,-8.434190,9.004900,-0.017403,0.007246,0.018438,-0.000582,0.000255,-7.408331,3.992835,0.000576,-0.000449,0.018439
6007.432043,100.768616,42.828721,-8.398261,9.040920,-0.018514,0.007685,0.017586,-0.000529,0.000184,-6.716201,4.589258,0.000509,-0.000394,0.017587
6009.431854,98.902095,43.545311,-8.360200,9.075212,-0.019544,0.007981,0.016709,-0.000501,0.000113,-6.079664,5.211766,0.000440,-0.000368,0.016709
6011.431665,97.012707,44.199144,-8.320119,9.107733,-0.020543,0.008140,0.015815,-0.000497,0.000045,-5.496258,5.818852,0.000370,-0.000369,0.015815
6013.431476,95.103620,44.792901,-8.278037,9.138456,-0.021551,0.008168,0.014910,-0.000511,-0.000017,-4.962631,6.375737,0.000304,-0.000390,0.014911
6015.431287,93.177715,45.329470,-8.233902,9.167365,-0.022599,0.008076,0.014002,-0.000537,-0.000074,-4.480544,6.884584,0.000242,-0.000424,0.014002
6017.431098,91.237581,45.811899,-8.187619,9.194459,-0.023703,0.007878,0.013094,-0.000567,-0.000124,-4.022349,7.358726,0.000187,-0.000463,0.013095
6019.430908,89.285525,46.243348,-8.139071,9.219745,-0.024863,0.007590,0.012194,-0.000594,-0.000165,-3.615879,7.787363,0.000138,-0.000502,0.012194
6021.430719,87.323578,46.627055,-8.088154,9.243241,-0.026071,0.007228,0.011305,-0.000613,-0.000197,-3.235697,8.162507,0.000098,-0.000532,0.011305
6023.430530,85.353513,46.966295,-8.034793,9.264974,-0.027304,0.006811,0.010431,-0.000620,-0.000220,-2.845031,8.493220,0.000064,-0.000549,0.010431
6025.430341,83.376860,47.264347,-7.978966,9.284979,-0.028534,0.006355,0.009576,-0.000610,-0.000236,-2.532463,8.772738,0.000037,-0.000550,0.009576
6027.430152,81.394923,47.524470,-7.920709,9.303297,-0.029728,0.005874,0.008744,-0.000584,-0.000245,-2.268661,9.006358,0.000015,-0.000533,0.008743
6029.429963,79.408803,47.749875,-7.860128,9.319977,-0.030854,0.005381,0.007937,-0.000541,-0.000248,-2.051816,9.204490,-0.000003,-0.000499,0.007936
6031.429774,77.419415,47.943703,-7.797393,9.335071,-0.031879,0.004888,0.007159,-0.000484,-0.000245,-1.860339,9.376831,-0.000017,-0.000449,0.007157
6033.429585,75.427513,48.109006,-7.732730,9.348639,-0.032778,0.004406,0.006411,-0.000415,-0.000237,-1.713943,9.524286,-0.000027,-0.000387,0.006409
6035.429396,73.433704,48.248735,-7.666413,9.360745,-0.033532,0.003947,0.005696,-0.000339,-0.000223,-1.583963,9.649469,-0.000032,-0.000316,0.005694
6037.429207,71.438475,48.365716,-7.598744,9.371457,-0.034131,0.003521,0.005017,-0.000260,-0.000203,-1.483304,9.753936,-0.000032,-0.000242,0.005015
6039.429018,69.442204,48.462647,-7.530034,9.380849,-0.034573,0.003138,0.004375,-0.000183,-0.000180,-1.398679,9.839567,-0.000029,-0.000169,0.004373
6041.428829,67.445184,48.542081,-7.460590,9.388996,-0.034868,0.002805,0.003773,-0.000112,-0.000153,-1.334972,9.907738,-0.000021,-0.000102,0.003771
6043.428640,65.447635,48.606418,-7.390689,9.395979,-0.035034,0.002529,0.003211,-0.000053,-0.000123,-1.294712,9.957293,-0.000011,-0.000045,0.003209
