s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1183.957455,33.234340,700.570300,28.296905,1.689484,-0.000302,-0.022865,0.000069,-0.000601,0.000062,-6.786879,6.826585,0.000062,-0.000602,0.000056
1185.957050,32.997486,702.555817,28.297508,1.689623,-0.001503,-0.022741,0.000074,0.000014,-0.000025,-6.789989,6.823086,-0.000025,0.000013,0.000074
1187.956647,32.760415,704.541309,28.300513,1.689770,-0.001474,-0.022791,0.000097,-0.000392,-0.000011,-6.780511,6.819029,-0.000011,-0.000395,0.000088
1189.956244,32.523052,706.526766,28.303460,1.689964,-0.002259,-0.022813,0.000076,-0.000070,0.000050,-6.781061,6.843296,0.000050,-0.000072,0.000075
1191.955844,32.285271,708.512173,28.307976,1.690116,-0.002399,-0.022713,0.000082,0.000519,0.000040,-6.775210,6.838109,0.000040,0.000517,0.000094
1193.955445,32.047229,710.497548,28.312774,1.690281,-0.001361,-0.022633,0.000105,0.000339,0.000150,-6.789112,6.824738,0.000150,0.000336,0.000113
1195.955042,31.808839,712.482882,28.315494,1.690491,-0.000684,-0.022332,0.000089,-0.000026,0.000234,-6.785029,6.808462,0.000234,-0.000028,0.000088
1197.954637,31.569955,714.468156,28.316859,1.690668,-0.000736,-0.021864,0.000105,-0.000235,0.000186,-6.786044,6.823768,0.000186,-0.000238,0.000100
1199.954232,31.330767,716.453394,28.318331,1.690878,-0.001207,-0.021492,0.000128,-0.000175,0.000075,-6.770292,6.826167,0.000075,-0.000177,0.000124
1201.953829,31.091175,718.438583,28.320744,1.691133,-0.001556,-0.021343,0.000106,-0.000501,0.000120,-6.795812,6.811457,0.000120,-0.000504,0.000096
1203.953426,30.851014,720.423704,28.323854,1.691346,-0.002559,-0.021103,0.000121,-0.000387,0.000079,-6.796528,6.834840,0.000080,-0.000390,0.000113
1205.953028,30.610504,722.408782,28.328971,1.691587,-0.003334,-0.020944,0.000150,-0.000730,0.000043,-6.786204,6.842664,0.000044,-0.000733,0.000135
1207.952634,30.369536,724.393804,28.335637,1.691888,-0.004794,-0.020857,0.000114,0.000039,-0.000028,-6.802069,6.834586,-0.000028,0.000036,0.000115
1209.952252,30.127924,726.378748,28.345222,1.692115,-0.004716,-0.020914,0.000130,0.000152,0.000011,-6.817210,6.832968,0.000012,0.000149,0.000133
1211.951869,29.885918,728.363645,28.354653,1.692374,-0.004413,-0.020892,0.000165,-0.000569,0.000043,-6.816434,6.842721,0.000043,-0.000572,0.000154
