V,Aw,An,Ae_off,Ae_on
45.5333333333333,32.40606014868087,22.150748533333328,5.729136221167434,5.729136221167434
45.75,32.538056567440904,22.196785,5.736067014966275,5.736067014966275
45.9666666666667,32.67005298620093,22.242821466666673,5.743446664236,5.743446664236
46.1833333333333,32.804270328127096,22.28842746666666,5.751253399489712,5.751253399489712
46.4,32.93889147426536,22.333955200000002,5.759405151906647,5.759405151906647
46.6166666666667,33.073512620403626,22.379482933333342,5.767876301681086,5.767876301681086
46.8333333333333,33.20813376654183,22.42501066666666,5.776588579223769,5.776588579223769
47.05,33.34335716812802,22.470421,5.785500470613535,5.785500470613535
47.2666666666667,33.48058808787399,22.51544000000001,5.794540858247286,5.794540858247286
47.4833333333333,33.617819007619886,22.560458999999994,5.80365915030671,5.80365915030671
47.7,33.75504992736585,22.605478,5.8127908630270095,5.8127908630270095
47.9166666666667,33.89228084711181,22.65049700000001,5.821873431426442,5.821873431426442
48.1333333333333,34.03110857906521,22.695202933333327,5.830852405500133,5.830852405500133
48.35,34.17093431864838,22.7397132,5.839655358048914,5.839655358048914
48.5666666666667,34.31076005823154,22.784223466666674,5.8482358110884745,5.8482358110884745
48.7833333333333,34.45058579781464,22.828733733333326,5.856510627836785,5.856510627836785
49.0,34.5904115373978,22.873244,5.864446852531436,5.864446852531436
49.2166666666667,34.73281714304768,22.91724553333334,5.871956297949272,5.871956297949272
49.4333333333333,34.8752227486975,22.96124706666666,5.87901452597948,5.87901452597948
49.65,35.01762835434739,23.005248599999998,5.885526579075275,5.885526579075275
49.8666666666667,35.16003395999727,23.04925013333334,5.8914853570493575,5.8914853570493575
50.0833333333333,35.30342607037639,23.093055999999994,5.896791654190627,5.896791654190627
50.3,35.44839658832245,23.1365488,5.901446897795748,5.901446897795748
50.5166666666667,35.593367106268516,23.180041600000006,5.9053464909184585,5.9053464909184585
50.7333333333333,35.73833762421451,23.22353439999999,5.908513852686925,5.908513852686925
50.95,35.88330814216058,23.2670272,5.910849415700188,5.910849415700188
51.1666666666667,36.030240166664875,23.310128666666674,5.912379213992718,5.912379213992718
51.3833333333333,36.17776064313657,23.353112733333326,5.913001925926704,5.913001925926704
51.6,36.32528111960834,23.3960968,5.912771159324572,5.912771159324572
51.8166666666667,36.4728015960801,23.439080866666675,5.911593653727811,5.911593653727811
52.0333333333333,36.62071207328338,23.48198666666666,5.909518740554135,5.909518740554135
52.25,36.77076755451033,23.524462,5.906470884830987,5.906470884830987
52.4666666666667,36.92082303573727,23.56693733333334,5.90252963382668,5.90252963382668
52.6833333333333,37.07087851696416,23.60941266666666,5.897629361699053,5.897629361699053
52.9,37.22093399819111,23.651888,5.891850299839832,5.891850299839832
