Sref,Xref,Yref,Aref,Kref,Lmax,Lmin,S,L,X,Y,A,dA,K,V,AN,AT,Vs,ANs,ATs,TIME,s_dot,n_dot,s_ddot,n_ddot
56.947848,24.4545024,-114.6925275,0.1405029,-1.8e-06,7.0645372,-7.1278776,56.9746896,-1.3502822,24.643597,-116.0295037,0.1099,-0.0306029,1.1e-06,58.866673,0.0038118137090978,2.1927098,58.866673,0.0038118137090978,2.1927098,0.986389815099476,58.83925273750141,-1.8012097263572442,2.1912512341487824,-0.05705108756434152
59.9451309,27.4222491,-114.2727928,0.1404985,-1.2e-06,7.0673915,-7.1274439,59.9733688,-1.4420231,27.6241849,-115.7006068,0.1099033,-0.0305952,1e-06,58.9782643,0.0034784356598406,2.1852372,58.9782643,0.0034784356598406,2.1852372,1.03728176421037,58.950764681485595,-1.8041702906792583,2.1835772566420255,-0.05920030738400324
62.9424161,30.3899997,-113.8530684,0.1404958,-6e-07,7.0703613,-7.1270636,62.972052,-1.5337441,30.6047756,-115.3717,0.1099061,-0.0305897,8e-07,59.0892657,0.0027932330567721,2.1776929,59.0892657,0.0027932330567721,2.1776929,1.08807783227386,59.061676415185495,-1.807241032012649,2.1758191376379794,-0.06171969070438256
65.9397035,33.3577532,-113.4333488,0.140495,0.0,7.0745886,-7.126794,65.9707397,-1.6254525,33.58537,-115.0427854,0.1099078,-0.0305871,2e-07,59.1996771,0.0007009203537488,2.1700761,59.1996771,0.0007009203537488,2.1700761,1.13877889709398,59.1719865177059,-1.8104641097507241,2.1679437407844113,-0.0656653927045797
68.9369931,36.3255088,-113.0136288,0.1404959,6e-07,7.0812801,-7.1266545,68.9694324,-1.7171582,36.5659691,-114.7138673,0.1099074,-0.0305884,-7e-07,59.309498,-0.0024623315871084,2.162384,59.309498,-0.0024623315871084,2.162384,1.18938582657799,59.28169261345726,-1.813899755127253,2.1599584382715644,-0.07070332599727154
71.9342848,39.2932658,-112.5939031,0.1404986,1.2e-06,7.090765,-7.126652,71.9681308,-1.8088747,39.5465744,-114.3849537,0.1099035,-0.0305951,-2.2e-06,59.4187279,-0.0077672874955593,2.1546129,59.4187279,-0.0077672874955593,2.1546129,1.23989948295613,59.390791401134855,-1.8176383212043041,2.1518265689676013,-0.07790669431082524
74.9315785,42.2610233,-112.1741663,0.1405031,1.8e-06,7.1019213,-7.1267617,74.9668357,-1.9006205,42.5271881,-114.0560576,0.1098942,-0.030609,-4.5e-06,59.5273662,-0.0159457829701901,2.1467613,59.5273662,-0.0159457829701901,2.1467613,1.29032072386054,59.49927890460676,-1.8217886453169814,2.143523871368147,-0.0880105873501436
77.9288741,45.2287805,-111.7544132,0.1405095,2.4e-06,7.1134827,-7.1263446,77.9655481,-1.9924209,45.5078136,-113.7271984,0.1098767,-0.0306328,-7.7e-06,59.635412,-0.027384144205955,2.1388328,59.635412,-0.027384144205955,2.1388328,1.34065040834434,59.60714916368247,-1.8265139602631546,2.1350414239223228,-0.1014067582709943
80.9261716,48.1965365,-111.3346383,0.1405176,3e-06,7.1238833,-7.1258581,80.9642695,-2.0843099,48.4884552,-113.3984046,0.1098478,-0.0306698,-1.22e-05,59.7428648,-0.0435443607130352,2.1308208,59.7428648,-0.0435443607130352,2.1308208,1.39088938693103,59.714395448960666,-1.8320144733338788,2.1263266640106595,-0.11956297943303437
83.9234709,51.1642906,-110.9148366,0.1405275,3.6e-06,7.1317688,-7.1253387,83.9630013,-2.1763327,51.4691189,-113.0697156,0.1098034,-0.0307241,-1.82e-05,59.8497236,-0.0651922073529344,2.1227239,59.8497236,-0.0651922073529344,2.1227239,1.44103851178808,59.82100895515237,-1.838539606529665,2.1173526791972375,-0.14325285325224835
86.920772,54.1320419,-110.4950025,0.1405392,4.2e-06,7.1369328,-7.1248706,86.9617457,-2.268548,54.4498126,-112.7411841,0.1097385,-0.0308007,-2.6e-05,59.9559874,-0.0934627310528329,2.1145404,59.9559874,-0.0934627310528329,2.1145404,1.49109863594788,59.92697905330864,-1.8463944082612433,2.1080796072330923,-0.17362079198712116
89.9180747,57.0997896,-110.0751308,0.1405527,4.8e-06,7.1396908,-7.1242187,89.9605053,-2.3610305,57.4305465,-112.4128786,0.1096477,-0.030905,-3.56e-05,60.0616551,-0.128423525915308,2.1062743,60.0616551,-0.128423525915308,2.1062743,1.54107061554059,60.03229402540178,-1.8559099821195055,2.0985043785627417,-0.21074504891413054
92.9153791,60.0675329,-109.6552161,0.1405679,5.4e-06,7.1408875,-7.1232724,92.9592832,-2.4538724,60.4113332,-112.0848851,0.1095248,-0.0310432,-4.74e-05,60.166726,-0.1715896550923,2.097925,60.166726,-0.1715896550923,2.097925,1.59095530840282,60.13694071556374,-1.8674677345370734,2.08857224480068,-0.25615192628110534
95.9126849,63.035271,-109.2352533,0.140585,6e-06,7.1412922,-7.1219964,95.9580832,-2.5471846,63.3921878,-111.7573079,0.1093636,-0.0312214,-6.11e-05,60.271199,-0.221952924905643,2.0894875,60.271199,-0.221952924905643,2.0894875,1.64075357454452,60.24090526423989,-1.881445513095511,2.0782993325970067,-0.30884501631314254
98.9099923,66.003003,-108.8152368,0.1406039,6.6e-06,7.141635,-7.1203984,98.9569096,-2.6410965,66.3731283,-111.4302699,0.1091583,-0.0314456,-7.67e-05,60.3750731,-0.279582962955387,2.0809611,60.3750731,-0.279582962955387,2.0809611,1.69046628268872,60.34417347230504,-1.898217528181958,2.0676698609315913,-0.3689048176436775
101.907301,68.9707281,-108.3951616,0.1406246,7.2e-06,7.1426976,-7.1184782,101.9557675,-2.7357544,69.3541748,-111.1039105,0.1089038,-0.0317208,-9.36e-05,60.4783471,-0.34235421179994,2.0723478,60.4783471,-0.34235421179994,2.0723478,1.74009430137714,60.44673207266643,-1.9180998466544614,2.0567373286941053,-0.434215424403695
104.9046111,71.9384455,-107.9750221,0.140647,7.8e-06,7.1454271,-7.1161951,104.9546625,-2.831318,72.3353495,-110.7783824,0.1085966,-0.0320504,-0.0001114,60.5810199,-0.408844680894635,2.0636501,60.5810199,-0.408844680894635,2.0636501,1.78963850535092,60.54857012764742,-1.9413135183881343,2.04553327632685,-0.5033606390234637
107.9019224,74.9061544,-107.5548132,0.1406713,8.4e-06,7.1501157,-7.1135048,107.9536005,-2.9279544,75.3166755,-110.4538456,0.1082357,-0.0324356,-0.000129,60.6830906,-0.475034435535047,2.0548691,60.6830906,-0.475034435535047,2.0548691,1.83909976708421,60.64968035738465,-1.9679473419874034,2.0341729646673103,-0.5723229823057272
110.899235,77.8738539,-107.1345294,0.1406973,9e-06,7.1558619,-7.110317,110.9525876,-3.0258299,78.2981759,-110.1304595,0.107823,-0.0328743,-0.0001453,60.7845584,-0.536848997045002,2.0459997,60.7845584,-0.536848997045002,2.0459997,1.88847895659655,60.750061451954636,-1.9978899030350983,2.0227749460664506,-0.6370236593607294
113.8965486,80.8415433,-106.7141655,0.1407251,9.6e-06,7.1613721,-7.1065333,113.9516297,-3.1250997,81.2798723,-109.8083723,0.1073643,-0.0333608,-0.000159,60.8854221,-0.589418505262932,2.0370417,60.8854221,-0.589418505262932,2.0370417,1.93777693624795,60.84971869093113,-2.030809644787975,2.0115004825344434,-0.6925821508448159
116.8938634,83.8092216,-106.2937162,0.1407548,1.02e-05,7.1650389,-7.1020376,116.9507324,-3.2258959,84.2617831,-109.4877095,0.1068693,-0.0338855,-0.0001686,60.9856804,-0.627066091855269,2.0279958,60.9856804,-0.627066091855269,2.0279958,1.98699455353943,60.948665580982954,-2.0661348215509916,2.000555104602827,-0.7333042137103067
119.8911791,86.7768882,-105.8731762,0.1407862,1.08e-05,7.1650664,-7.0967395,119.9498999,-3.3283152,87.2439217,-109.1685611,0.1063527,-0.0344335,-0.0001721,61.0853322,-0.642177005098308,2.0188674,61.0853322,-0.642177005098308,2.0188674,2.0361326337838,61.046927998653445,-2.1029661595982687,1.9902366888181766,-0.7515493760768058
122.8884958,89.7445421,-105.4525401,0.1408194,1.14e-05,7.1618034,-7.0906503,122.9491352,-3.4324011,90.2262939,-108.8509651,0.1058371,-0.0349824,-0.000166,61.1843765,-0.621425635997163,2.0096579,61.1843765,-0.621425635997163,2.0096579,2.08519196544439,61.14455001938892,-2.1399398050637695,1.9810658833341832,-0.7339560987308344
125.8858133,92.7121826,-105.0318026,0.1408544,1.2e-05,7.1575864,-7.084115,125.948438,-3.5381154,93.2088945,-108.5348781,0.1053568,-0.0354976,-0.0001459,61.2828122,-0.547939570079394,2.0003686,61.2828122,-0.547939570079394,2.0003686,2.1341732940643,61.24160548487174,-2.1749359217932263,1.9737268948398514,-0.6635960770258652
128.8831317,95.6798088,-104.6109585,0.1408912,1.26e-05,7.1545951,-7.0772789,128.9478037,-3.6452948,96.1917003,-108.2201331,0.104962,-0.0359293,-0.0001062,61.3806382,-0.400117287608134,1.9910006,61.3806382,-0.400117287608134,1.9910006,2.18307727862414,61.338206573222315,-2.2048889054109657,1.9691006519298153,-0.5187870343989238
131.8804508,98.6474199,-104.1900023,0.1409298,1.32e-05,7.1544306,-7.0711997,131.9472214,-3.753601,99.1746638,-107.9063896,0.1047198,-0.03621,-4.12e-05,61.4778532,-0.155716489084127,1.981552,61.4778532,-0.155716489084127,1.981552,2.23190447182263,61.43450989809707,-2.2256266296741227,1.9680747149295512,-0.27717262979106866
134.8777706,101.6150151,-103.7689289,0.1409702,1.38e-05,7.1569687,-7.0673521,134.946671,-3.8624665,102.1577051,-107.5930804,0.1047148,-0.0362554,5.44e-05,61.5744554,0.206252897544678,1.9720243,61.5744554,0.206252897544678,1.9720243,2.28065527802896,61.530711724813244,-2.231917476495523,1.971383872665878,0.08238651175113838
137.875091,104.5825935,-103.3477328,0.1410124,1.44e-05,7.1617362,-7.0664397,137.9461223,-3.971046,105.1407052,-107.2793632,0.105046,-0.0359664,0.0001844,61.670443,0.701318108742116,1.9624192,61.670443,0.701318108742116,1.9624192,2.32932993045065,61.62703539175035,-2.217585644164922,1.9793025359075467,0.5756058488133545
140.872412,107.5501544,-102.9264088,0.1410564,1.5e-05,7.1676614,-7.0679308,140.9455339,-4.0781776,108.1235004,-106.9640823,0.1058212,-0.0352352,0.0003504,61.7658138,1.33678152033344,1.9527432,61.7658138,1.33678152033344,1.9527432,2.3779284794001,61.72370023794863,-2.175880504236728,1.9913641635998331,1.2100100018273816
143.8697334,110.5176968,-102.5049515,0.1411022,1.56e-05,7.1735699,-7.0724328,143.9448547,-4.1823684,111.1058805,-106.6457541,0.1071479,-0.0339542,0.0005498,61.8605654,2.1039359074739,1.9429992,61.8605654,2.1039359074739,1.9429992,2.42645081893806,61.82087618358197,-2.1000224404178205,2.005923933608654,1.9771386221310816
146.8670554,113.4852201,-102.0833557,0.1411497,1.62e-05,7.1784535,-7.0803721,146.9440273,-4.2818127,114.0875907,-106.3225855,0.1091195,-0.0320302,0.0007754,61.9546958,2.97628321077734,1.9331897,61.9546958,2.97628321077734,1.9331897,2.47489673963499,61.91862280354477,-1.9840820007004405,2.0201080114488947,2.850732996088298
149.8643777,116.4527234,-101.661616,0.1411991,1.68e-05,7.1815195,-7.0900287,149.9429953,-4.374457,117.0683411,-105.9925385,0.111799,-0.0294001,0.0010138,62.0482029,3.90310919998662,1.9233168,62.0482029,3.90310919998662,1.9233168,2.52326604683445,62.016830985440116,-1.8239605820313625,2.029904812288246,3.780265888077987
152.8617003,119.4202058,-101.2397271,0.1412502,1.74e-05,7.1803172,-7.102018,152.9417124,-4.4581196,120.0478231,-105.6534474,0.1152,-0.0260502,0.0012455,62.141085,4.80951624121913,1.9133826,62.141085,4.80951624121913,1.9133826,2.5715587093692,62.115182966457326,-1.618604610305388,2.030909994713737,4.690906514124644
155.8590232,122.3876665,-100.8176837,0.1413032,1.8e-05,7.1763982,-7.1163017,155.940153,-4.5306663,123.0257345,-105.3031945,0.1192687,-0.0220345,0.0014454,62.2333412,5.59801794924583,1.903388,62.2333412,5.59801794924583,1.903388,2.61977502819393,62.213160463283785,-1.3711695955275423,2.019520677644738,5.485047948845685
158.8563463,125.3551048,-100.3954806,0.1413579,1.86e-05,7.1714907,-7.1324041,158.9383203,-4.590241,126.0018116,-104.9399368,0.1238673,-0.0174907,0.0015836,62.3249717,6.15133916145183,1.8933339,62.3249717,6.15133916145183,1.8933339,2.66791576718944,62.31011862906172,-1.0900518015883378,1.9943664048831644,6.045062603630658
161.8536695,128.3225197,-99.9731122,0.1414145,1.92e-05,7.1672996,-7.1489727,161.9362496,-4.6355364,128.9758675,-104.5623752,0.1287638,-0.0126507,0.0016283,62.4159775,6.34345664084685,1.8832206,62.4159775,6.34345664084685,1.8832206,2.715982198923,62.40542880689524,-0.7895847452812023,1.9576374014034625,6.244345764324383
164.8509929,131.2899105,-99.5505735,0.1414728,1.98e-05,7.1651494,-7.16609,164.9340029,-4.6660882,131.9478338,-104.1700448,0.1336298,-0.007843,0.0015497,62.5063605,6.05474779605085,1.8730497,62.5063605,6.05474779605085,1.8730497,2.76397602201312,62.49866388324217,-0.4902323594502555,1.9154407093393975,5.962523808509237
167.8483163,134.2572763,-99.1278589,0.1415329,2.04e-05,7.1655633,-7.1834996,167.9316551,-4.6825577,134.9178006,-103.7635956,0.1380549,-0.0034781,0.001331,62.5961228,5.21522347874786,1.8628237,62.5961228,5.21522347874786,1.8628237,2.81189912672682,62.58976534628316,-0.21771513575354368,1.8765445802066023,5.128788660007531
170.8456397,137.2246164,-98.7049634,0.1415948,2.1e-05,7.1692932,-7.200685,170.9292734,-4.68694,137.8860461,-103.3449975,0.1416096,1.48e-05,0.0009939,62.6852667,3.9054730610165,1.8525477,62.6852667,3.9054730610165,1.8525477,2.85975326826938,62.67909745658501,0.0009277419471261313,1.8486247800802742,3.8229903035515607
173.8429631,140.1919298,-98.2818814,0.1416585,2.16e-05,7.1751482,-7.2173651,173.9268993,-4.682469,140.8530239,-102.9174472,0.1440135,0.002355,0.0006163,62.7737935,2.42856044137959,1.8422285,62.7737935,2.42856044137959,1.8422285,2.90753977556009,62.767271062265586,0.14783214704561434,1.8330271527140196,2.3477853692802895
176.8402863,143.1592159,-97.8586077,0.141724,2.22e-05,7.1830993,-7.2332626,176.9245447,-4.6728214,143.8192509,-102.4845794,0.1453043,0.0035803,0.0003007,62.8617041,1.18824426839644,-8.5248389,62.8617041,1.18824426839644,-8.5248389,2.95525949370404,62.854780859076854,0.22506327835776807,-8.531220523706251,1.070000077596991
179.8376094,146.1264737,-97.4351371,0.1417913,2.28e-05,7.1908496,-7.2481307,179.9222054,-4.6610041,146.7851501,-102.0493656,0.1458165,0.0040252,0.0001094,62.4538605,0.426713025234069,-18.9289112,62.4538605,0.426713025234069,-18.9289112,3.00310128601165,62.446718286072475,0.2513886004404517,-18.93108265116926,0.26159696030856155
182.8349323,149.0937024,-97.0114641,0.1418604,2.33e-05,7.1950567,-7.2617442,182.9198747,-4.6486892,149.7509559,-101.613456,0.1459604,0.0041,2.95e-05,61.5386014,0.111716484136908,-28.8265601,61.5386014,0.111716484136908,-28.8265601,3.05145373022454,61.5314194264125,0.2523075588569363,-28.824104599827436,-0.09469906818032128
185.8322549,152.0609012,-96.5875835,0.1419313,2.32e-05,7.1940916,-7.2737235,185.9175538,-4.6364235,152.7167481,-101.1773861,0.1459935,0.0040622,7.1e-06,60.1179998,0.0256606346896649,-28.3181904,60.1179998,0.0256606346896649,-28.3181904,3.10073472489189,60.111037937721306,0.24421066714714793,-28.30567274634582,-0.17321184647463694
188.8295756,155.0280694,-96.1634903,0.1419993,2.02e-05,7.1889126,-7.2837611,188.9152275,-4.6243348,155.6825294,-100.7412795,0.1460032,0.0040039,2.3e-06,58.6889812,0.007922111982876,-27.5439606,58.6889812,0.007922111982876,-27.5439606,3.15119764697214,58.683029099317025,0.2349841839785017,-27.515675594927547,-0.17193011632829305
191.8268889,157.9952068,-95.7392063,0.1420524,1.38e-05,7.1808689,-7.2908668,191.9128224,-4.6124189,158.6482298,-100.305164,0.1460074,0.003955,8e-07,57.2648692,0.0026234121955944,-26.7893687,57.2648692,0.0026234121955944,-26.7893687,3.20290088852235,57.260776603828305,0.22648196724549022,-26.750783355548123,-0.14857855758701866
194.824186,160.9623151,-95.3148004,0.1420819,5.8e-06,7.1703422,-7.2948341,194.910288,-4.6006242,161.6138015,-99.8690631,0.1460082,0.0039263,2e-07,55.8450071,0.0006237329635998,-26.0516338,55.8450071,0.0006237329635998,-26.0516338,3.25590183965502,55.84308655621649,0.21926368802036506,-26.012068623884453,-0.11975003328837927
197.8214583,163.9293956,-94.890346,0.1420871,-2.3e-06,7.1593569,-7.2950342,197.907622,-4.5888815,164.5792431,-99.4329809,0.1460083,0.0039213,1e-07,54.4287968,0.0002962493921095,-25.3327789,54.4287968,0.0002962493921095,-25.3327789,3.3102635098039,54.42895280222303,0.2134310939169901,-25.296166756939005,-0.0922272210460247
200.8186968,166.8964502,-94.4659163,0.1420679,-1.04e-05,7.1487421,-7.2905078,200.904815,-4.5771181,167.544545,-98.9969188,0.1460085,0.0039406,1e-07,53.0154645,0.000281063947615,-24.6318267,53.0154645,0.000281063947615,-24.6318267,3.36605416632982,53.01757662394186,0.2089121987315171,-24.59805256595045,-0.06755127518736234
203.8158928,169.8634802,-94.041585,0.1420245,-1.86e-05,7.1386453,-7.2799317,203.9018593,-4.5652608,170.5096997,-98.5608777,0.1460087,0.0039843,1e-07,51.6042064,0.0002662994118173,-23.9488397,51.6042064,0.0002662994118173,-23.9488397,3.42334825307491,51.60817905049494,0.2056060955711653,-23.918010613546127,-0.04561770173958484
206.8130374,172.8304874,-93.6174252,0.1419567,-2.67e-05,7.1285584,-7.2613742,206.898747,-4.5532367,173.4746994,-98.1248586,0.146009,0.0040523,1e-07,50.1941247,0.0002519450154399,-23.2830289,50.1941247,0.0002519450154399,-23.2830289,3.48222716918235,50.19981544114913,0.20340109484126076,-23.255197661261427,-0.02682122346641505
209.8101219,175.7974733,-93.1935106,0.1418646,-3.48e-05,7.119789,-7.2318285,209.8954701,-4.5409728,176.4395362,-97.6888625,0.1460094,0.0041448,1e-07,48.7842656,0.0002379904570131,-22.6334628,48.7842656,0.0002379904570131,-22.6334628,3.54278024902748,48.79155688661532,0.2022004451117759,-22.60830811923392,-0.010740573704117837
212.8071375,178.7644395,-92.7699143,0.1417482,-4.29e-05,7.1125218,-7.1869624,212.8920208,-4.528396,179.4042022,-97.2528904,0.1460098,0.0042616,2e-07,47.3736206,0.0004488519857505,-21.9990383,47.3736206,0.0004488519857505,-21.9990383,3.60510588511223,47.38239531103235,0.20188681046204535,-21.976448112613895,0.0029937396691451373
215.8040755,181.7313876,-92.34671,0.1416074,-5.1e-05,7.1070484,-7.1281415,215.8883914,-4.5154333,182.3686897,-96.816943,0.1460103,0.0044029,3.9e-06,45.9611291,0.0082384590137727,-21.3402034,45.9611291,0.0082384590137727,-21.3402034,3.66931285039172,45.97127020075241,0.20236160149848215,-21.32009408158846,0.02203632243170177
218.8009271,184.6983192,-91.9239709,0.1414423,-5.91e-05,7.1038052,-7.06449,218.8845742,-4.5020117,185.3329913,-96.3810215,0.146033,0.0045906,5.76e-05,44.5482558,0.114309912661761,-20.4654481,44.5482558,0.114309912661761,-20.4654481,3.7355199697933,44.559642339217895,0.20450250480609827,-20.4479588058782,0.1376758277927075
221.7976836,187.6652359,-91.5017704,0.1412529,-6.73e-05,7.102983,-7.0092767,221.880562,-4.4879256,188.2970804,-95.9449955,0.1463556,0.0051027,0.0003071,43.1499551,0.571795209778042,-19.1809388,43.1499551,0.571795209778042,-19.1809388,3.80384491653639,43.162430009551116,0.2201803203932834,-19.167930224040195,0.5992553327376086
224.7943365,190.6321392,-91.0801821,0.1410392,-7.54e-05,7.1051495,-6.9714375,224.8763576,-4.4714374,191.2607167,-95.5072175,0.1478731,0.0068339,0.0009382,41.7970608,1.63903004430303,-17.4246011,41.7970608,1.63903004430303,-17.4246011,3.8743781849364,41.810180947829544,0.28563471049462374,-17.421935082753148,1.6516763575807711
227.7908771,193.5990308,-90.6592792,0.1408011,-8.35e-05,7.1096748,-6.9543268,227.871994,-4.4469812,194.2231196,-95.0622503,0.1519766,0.0111755,0.0020202,40.5289873,3.31837811912071,-15.3998842,40.5289873,3.31837811912071,-15.3998842,3.94715307659885,40.5415104497021,0.4529222697208399,-15.425891388768926,3.2832638924005906
230.7872968,196.5659122,-90.2391352,0.1405386,-9.09e-05,7.1184521,-6.9565402,230.8676332,-4.4044838,197.1829014,-94.6001903,0.1599759,0.0194373,0.0034524,39.3742817,5.35237330664133,-13.3571983,39.3742817,5.35237330664133,-13.3571983,4.02213452557614,39.382611483187986,0.7652815352350661,-13.467409161606755,5.232679282614367
233.7835926,199.5327851,-89.8198235,0.1402566,-8.54e-05,7.1308459,-6.9749224,233.8636375,-4.3305294,200.1381519,-94.1078319,0.1726584,0.0324019,0.0050551,38.3444669,7.43250413684165,-11.4963009,38.3444669,7.43250413684165,-11.4963009,4.09923263686539,38.33851868408374,1.2422161917841426,-11.788680657662134,7.181644118586815
